district,property_type,built_area_sqft,plot_area_sqft,bedrooms,bathrooms,age_of_property_yrs,sale_price_rs,latitude,longitude,ownership_type,distance_to_city_center_km,nearest_school_distance_km,metro_distance_km,flood_risk_score,road_access_width_ft,district_taluk
Pudukkottai,commercial,1701,4222.33,3,4,42,8813749.38,12.8309,77.16482,leasehold,7.95,5.63,22.84,0.27,20,Pudukkottai_Taluk_5
Pudukkottai,commercial,3797,7308.49,5,6,43,20869013.07,13.20444,77.54974,freehold,10.25,3.79,16.28,0.39,37,Pudukkottai_Taluk_6
Pudukkottai,house,2410,4113.49,4,5,4,24341539.55,10.55715,80.17898,freehold,12.67,1.37,19.61,0.24,58,Pudukkottai_Taluk_6
Pudukkottai,commercial,1828,4383.77,2,2,27,13405886.67,8.89451,79.08751,freehold,24.93,5.1,23.72,0.24,34,Pudukkottai_Taluk_1
Pudukkottai,flat,3548,3548.0,4,3,7,31311268.61,9.73969,77.59539,freehold,2.92,6.57,8.59,0.11,20,Pudukkottai_Taluk_9
Pudukkottai,flat,1838,1838.0,3,4,12,16203361.14,9.62829,78.75367,freehold,9.17,8.39,24.56,0.25,26,Pudukkottai_Taluk_1
Pudukkottai,plot,427,864.4,1,1,37,2950948.6,8.10347,77.45545,freehold,22.83,8.39,8.2,0.24,15,Pudukkottai_Taluk_7
Pudukkottai,flat,1233,1233.0,1,1,40,8278963.0,13.2499,79.21015,freehold,6.27,9.17,12.74,0.47,21,Pudukkottai_Taluk_9
Pudukkottai,house,2017,3039.87,2,1,20,13967831.47,8.27354,80.04515,freehold,10.04,9.46,15.68,0.44,17,Pudukkottai_Taluk_7
Pudukkottai,commercial,3579,5936.7,4,5,32,21049858.83,12.98248,79.89353,leasehold,14.04,3.28,28.89,0.4,58,Pudukkottai_Taluk_7
Pudukkottai,commercial,1781,3651.93,3,4,25,12610001.94,9.84139,78.69704,freehold,6.2,5.42,26.81,0.2,39,Pudukkottai_Taluk_3
Pudukkottai,commercial,1227,2301.85,2,1,23,8649833.74,9.72574,76.82527,freehold,1.43,2.32,27.93,0.41,23,Pudukkottai_Taluk_3
Pudukkottai,flat,1557,1557.0,2,3,29,10390538.7,10.13022,79.8285,freehold,18.62,9.72,16.39,0.17,45,Pudukkottai_Taluk_9
Pudukkottai,plot,1231,2222.38,1,1,15,10152424.05,11.79988,77.85872,freehold,23.22,5.69,17.19,0.33,13,Pudukkottai_Taluk_8
Pudukkottai,commercial,1616,1840.21,2,3,13,15300328.27,11.11811,80.13847,freehold,11.17,1.65,24.65,0.48,35,Pudukkottai_Taluk_7
Pudukkottai,plot,2869,6315.49,4,5,29,20567965.6,11.23374,77.91782,freehold,1.91,8.0,14.58,0.55,23,Pudukkottai_Taluk_10
Pudukkottai,house,3509,7570.56,5,4,27,23748198.03,10.22036,78.03118,freehold,15.24,6.46,14.13,0.5,42,Pudukkottai_Taluk_5
Pudukkottai,commercial,405,921.33,1,2,14,2938981.59,8.55716,77.52666,leasehold,14.99,6.7,6.33,0.15,13,Pudukkottai_Taluk_9
Pudukkottai,house,2089,4701.75,2,2,16,19307961.53,11.15339,79.12425,leasehold,16.62,4.91,13.66,0.16,24,Pudukkottai_Taluk_10
Pudukkottai,house,3890,8099.76,5,5,20,35570949.72,10.88783,78.63579,leasehold,21.77,9.04,27.16,0.17,18,Pudukkottai_Taluk_10
Pudukkottai,plot,2308,4568.77,3,2,7,24331820.86,11.98337,80.05882,freehold,21.26,4.0,15.0,0.41,49,Pudukkottai_Taluk_3
Pudukkottai,house,551,657.89,1,1,37,3110545.12,8.92632,79.84362,freehold,4.39,2.76,29.32,0.22,40,Pudukkottai_Taluk_4
Pudukkottai,commercial,2470,2802.26,4,4,42,14519872.04,10.83134,77.98471,leasehold,4.27,8.14,24.63,0.25,54,Pudukkottai_Taluk_2
Pudukkottai,flat,1616,1616.0,3,2,1,14925810.75,12.52946,79.69854,freehold,4.35,6.78,18.41,0.51,48,Pudukkottai_Taluk_8
Pudukkottai,house,2997,5110.77,3,3,29,18513534.44,11.53546,77.20227,freehold,7.68,4.11,23.67,0.43,48,Pudukkottai_Taluk_8
Pudukkottai,flat,2964,2964.0,4,5,44,19112143.98,10.67126,77.60214,freehold,16.92,9.91,21.5,0.58,33,Pudukkottai_Taluk_3
Pudukkottai,plot,1866,3796.9,2,2,42,9181911.07,10.21242,79.15108,freehold,20.66,9.38,20.59,0.31,15,Pudukkottai_Taluk_8
Pudukkottai,flat,753,753.0,1,1,26,4947095.21,8.25104,78.23691,freehold,15.53,9.51,6.21,0.11,31,Pudukkottai_Taluk_7
Pudukkottai,house,1569,3142.95,2,3,50,8576074.06,12.92339,78.85553,freehold,22.62,8.33,16.48,0.55,22,Pudukkottai_Taluk_5
Pudukkottai,commercial,1221,2851.52,1,1,40,6277782.53,10.57509,76.53466,freehold,10.9,5.15,5.51,0.35,17,Pudukkottai_Taluk_3
Pudukkottai,flat,3638,3638.0,5,5,2,33086397.31,9.9837,79.18365,freehold,10.89,4.24,24.96,0.13,43,Pudukkottai_Taluk_9
Pudukkottai,plot,3421,6904.63,5,5,46,20231485.54,11.141,78.24603,leasehold,17.22,2.88,16.54,0.17,35,Pudukkottai_Taluk_3
Pudukkottai,commercial,3552,4246.4,5,6,26,29885481.47,12.63236,78.33823,leasehold,18.5,7.73,11.31,0.4,52,Pudukkottai_Taluk_5
Ramanathapuram,plot,468,599.6,1,1,42,1547918.48,9.85001,80.12974,freehold,20.98,8.33,18.34,0.41,27,Ramanathapuram_Taluk_3
Ramanathapuram,house,3769,4382.97,4,3,19,21081183.48,12.70097,77.10488,freehold,17.92,3.73,17.74,0.15,43,Ramanathapuram_Taluk_7
Ramanathapuram,plot,3621,7835.38,5,6,48,11246185.16,13.39917,79.57251,freehold,2.12,5.79,6.55,0.22,18,Ramanathapuram_Taluk_8
Ramanathapuram,commercial,3175,6852.09,3,2,45,11689243.78,10.3683,76.74461,freehold,17.97,3.46,8.04,0.16,35,Ramanathapuram_Taluk_3
Ramanathapuram,commercial,576,1249.17,1,1,8,3890520.19,11.37528,79.69458,leasehold,8.59,3.9,18.95,0.26,15,Ramanathapuram_Taluk_2
Ramanathapuram,commercial,3371,4336.8,4,4,27,16599615.56,11.54194,78.61458,freehold,17.13,8.86,15.81,0.35,39,Ramanathapuram_Taluk_8
Ramanathapuram,flat,2913,2913.0,3,4,11,18618156.84,9.18644,77.11594,freehold,21.76,1.39,19.35,0.5,49,Ramanathapuram_Taluk_5
Ramanathapuram,house,2078,3979.27,3,2,47,8126940.02,11.49722,79.0409,freehold,8.73,1.03,28.99,0.51,46,Ramanathapuram_Taluk_4
Ramanathapuram,plot,3787,8271.34,5,6,47,14529896.44,11.16879,79.78507,freehold,19.3,9.15,15.24,0.44,30,Ramanathapuram_Taluk_1
Ramanathapuram,commercial,2470,3374.49,3,3,18,11822687.04,9.22036,79.64479,freehold,11.17,4.62,19.39,0.28,36,Ramanathapuram_Taluk_9
Ramanathapuram,flat,874,874.0,1,2,26,4638277.57,12.42862,78.16774,freehold,0.99,6.13,13.36,0.54,49,Ramanathapuram_Taluk_9
Ramanathapuram,house,1138,1454.44,1,1,30,4788405.9,10.89313,76.88347,freehold,1.64,7.35,26.26,0.13,24,Ramanathapuram_Taluk_10
Ramanathapuram,plot,1116,1262.82,2,2,15,5749222.3,12.53517,77.60161,freehold,8.91,5.14,9.8,0.3,45,Ramanathapuram_Taluk_9
Ramanathapuram,house,2212,5134.98,3,3,42,10029055.44,8.95246,77.59466,freehold,22.6,2.15,25.59,0.22,42,Ramanathapuram_Taluk_6
Ramanathapuram,plot,1851,3070.64,2,1,1,12448350.23,8.4059,79.15057,freehold,13.48,3.9,6.88,0.34,47,Ramanathapuram_Taluk_9
Ramanathapuram,house,1266,1449.8,2,3,38,5195215.02,10.37559,77.26194,leasehold,14.3,6.34,20.99,0.13,18,Ramanathapuram_Taluk_5
Ramanathapuram,plot,3484,8340.15,4,4,27,14997419.08,11.68202,79.83743,freehold,17.16,1.51,19.1,0.14,51,Ramanathapuram_Taluk_4
Ramanathapuram,house,897,1421.01,1,1,0,6870204.99,8.48212,78.08171,freehold,10.39,2.87,21.22,0.56,23,Ramanathapuram_Taluk_10
Ramanathapuram,commercial,2245,5444.67,2,2,47,8406709.44,9.56075,76.65862,freehold,22.33,3.31,28.26,0.35,46,Ramanathapuram_Taluk_9
Ramanathapuram,commercial,491,868.4,1,1,23,2255327.67,12.32033,79.83051,freehold,22.83,9.4,17.44,0.57,23,Ramanathapuram_Taluk_6
Ramanathapuram,flat,566,566.0,1,2,6,3742821.19,10.9846,79.76912,freehold,21.03,5.73,10.21,0.47,27,Ramanathapuram_Taluk_1
Ramanathapuram,commercial,1735,2035.15,3,4,14,8928774.9,12.23468,79.14267,freehold,9.52,4.28,28.99,0.31,50,Ramanathapuram_Taluk_9
Ramanathapuram,house,1093,1872.46,1,2,40,4789844.02,12.94459,80.23363,freehold,4.61,4.78,17.13,0.2,25,Ramanathapuram_Taluk_3
Ramanathapuram,house,1289,1847.7,2,2,17,7614243.47,8.59675,76.53819,freehold,12.02,5.13,29.59,0.48,43,Ramanathapuram_Taluk_7
Ramanathapuram,house,1590,3954.83,1,1,46,6541757.9,8.18045,79.23534,freehold,12.67,6.4,9.52,0.14,24,Ramanathapuram_Taluk_9
Ramanathapuram,commercial,633,856.34,1,1,25,3545599.01,8.33608,77.82874,freehold,18.01,7.57,17.81,0.22,57,Ramanathapuram_Taluk_3
Ramanathapuram,flat,1116,1116.0,1,1,6,5727242.35,11.37307,78.31907,freehold,6.51,7.34,7.48,0.14,57,Ramanathapuram_Taluk_5
Ramanathapuram,flat,2008,2008.0,2,1,16,9936564.49,10.77262,79.29383,freehold,0.84,7.95,26.88,0.56,29,Ramanathapuram_Taluk_5
Ramanathapuram,commercial,699,1466.77,1,2,5,4385635.35,13.18371,79.46479,freehold,23.88,3.23,23.29,0.43,26,Ramanathapuram_Taluk_4
Ramanathapuram,plot,2789,4312.92,4,4,7,14586894.66,11.02366,76.89664,freehold,20.07,3.19,23.14,0.31,51,Ramanathapuram_Taluk_9
Ramanathapuram,commercial,2129,3175.82,2,2,47,8564336.77,9.1992,77.0211,leasehold,20.33,9.71,16.95,0.22,37,Ramanathapuram_Taluk_10
Ramanathapuram,flat,3325,3325.0,4,4,35,14101690.22,8.76284,79.25466,freehold,4.56,9.84,7.41,0.12,14,Ramanathapuram_Taluk_9
Ramanathapuram,commercial,2813,5653.77,4,5,48,8306758.15,10.55032,76.93411,freehold,16.65,3.85,23.74,0.12,59,Ramanathapuram_Taluk_4
Ramanathapuram,commercial,577,877.37,1,1,13,3165991.82,13.31152,76.72694,leasehold,23.78,6.21,14.14,0.29,27,Ramanathapuram_Taluk_5
Ramanathapuram,commercial,1245,2039.97,2,1,41,4910109.43,8.33984,77.28177,freehold,22.25,7.24,14.87,0.32,37,Ramanathapuram_Taluk_1
Ramanathapuram,plot,1322,1512.14,2,1,32,6281354.5,12.22018,80.06145,leasehold,9.42,8.67,23.91,0.48,52,Ramanathapuram_Taluk_1
Ramanathapuram,plot,3841,8582.1,4,3,50,12712396.72,11.29118,79.37756,freehold,19.69,2.31,17.3,0.51,22,Ramanathapuram_Taluk_6
Ramanathapuram,commercial,2125,4665.77,2,1,41,9119204.8,13.11426,79.35912,freehold,2.44,6.91,5.46,0.38,48,Ramanathapuram_Taluk_7
Ramanathapuram,commercial,3839,6500.84,4,3,21,21842690.8,11.98379,79.42225,freehold,8.37,7.52,12.12,0.58,26,Ramanathapuram_Taluk_5
Ramanathapuram,flat,1197,1197.0,2,1,45,4384208.92,8.81211,76.5577,freehold,1.6,2.67,28.36,0.58,50,Ramanathapuram_Taluk_8
Ramanathapuram,flat,1527,1527.0,2,1,48,5858523.56,12.26523,77.62413,freehold,15.95,6.29,13.84,0.12,35,Ramanathapuram_Taluk_2
Ramanathapuram,plot,2065,3048.45,2,1,47,7817846.26,9.45277,78.98152,freehold,11.13,2.82,10.35,0.11,15,Ramanathapuram_Taluk_5
Ramanathapuram,plot,2206,5008.5,2,1,15,10967454.55,12.677,78.18647,freehold,11.34,5.44,12.8,0.1,38,Ramanathapuram_Taluk_5
Ramanathapuram,plot,3480,6167.57,4,5,24,18706552.92,12.65936,77.3278,freehold,16.0,3.09,27.44,0.57,19,Ramanathapuram_Taluk_1
Ramanathapuram,plot,3365,8192.46,4,5,8,19418327.09,10.47837,77.48043,freehold,20.57,2.18,9.33,0.23,10,Ramanathapuram_Taluk_5
Ramanathapuram,flat,3593,3593.0,5,5,38,12243805.54,9.32806,77.16308,leasehold,17.63,6.8,15.27,0.43,41,Ramanathapuram_Taluk_8
Ramanathapuram,house,3711,7483.01,4,4,46,15712790.23,9.09498,78.42553,freehold,2.67,3.62,14.31,0.26,47,Ramanathapuram_Taluk_4
Ramanathapuram,flat,1234,1234.0,2,1,10,8092492.18,8.42839,79.21529,freehold,3.39,8.5,22.64,0.23,20,Ramanathapuram_Taluk_9
Ramanathapuram,house,1007,1954.4,1,2,44,4060880.32,9.98854,76.79442,freehold,18.19,7.0,8.37,0.36,13,Ramanathapuram_Taluk_6
Ramanathapuram,flat,931,931.0,2,1,15,5570036.52,9.85926,77.91117,freehold,12.93,4.09,9.61,0.31,47,Ramanathapuram_Taluk_4
Ramanathapuram,plot,1540,2002.48,1,1,20,6894720.75,9.86332,79.49502,freehold,24.06,5.94,24.92,0.3,18,Ramanathapuram_Taluk_7
Ramanathapuram,commercial,2174,5259.93,2,2,5,14515443.17,9.68794,76.6184,freehold,12.14,8.69,16.78,0.25,58,Ramanathapuram_Taluk_6
Ramanathapuram,house,2050,2559.89,2,2,21,12184398.75,9.24199,77.6898,freehold,14.89,9.0,28.45,0.47,23,Ramanathapuram_Taluk_3
Ramanathapuram,plot,3758,9079.01,5,4,40,16975112.65,10.14573,78.71421,freehold,3.06,5.04,12.18,0.18,14,Ramanathapuram_Taluk_10
Ramanathapuram,house,3584,8752.4,5,6,18,20336409.92,13.45852,78.64853,leasehold,23.76,4.06,7.7,0.42,26,Ramanathapuram_Taluk_2
Ramanathapuram,house,875,2000.8,1,1,17,4027075.07,10.94988,76.69544,freehold,18.96,5.73,14.22,0.36,27,Ramanathapuram_Taluk_7
Ramanathapuram,plot,1631,2408.75,2,1,6,9400944.64,12.61445,77.61365,freehold,22.8,3.74,16.24,0.22,53,Ramanathapuram_Taluk_8
Ramanathapuram,flat,1906,1906.0,3,3,3,10443213.23,10.56143,79.34312,freehold,11.18,6.0,15.13,0.22,29,Ramanathapuram_Taluk_6
Ramanathapuram,plot,3943,4777.21,4,5,18,22676840.67,11.12647,76.79049,freehold,6.24,7.58,11.42,0.34,54,Ramanathapuram_Taluk_7
Ramanathapuram,commercial,557,1225.86,1,1,50,1761628.95,9.34072,79.64572,leasehold,15.5,2.38,6.65,0.56,27,Ramanathapuram_Taluk_4
Ramanathapuram,commercial,2210,4516.68,2,1,18,12137296.0,11.69587,78.80107,freehold,14.92,8.11,21.41,0.27,47,Ramanathapuram_Taluk_4
Ramanathapuram,house,2195,3669.83,2,1,43,8783411.27,10.82714,77.06391,freehold,23.27,2.38,9.5,0.54,22,Ramanathapuram_Taluk_2
Ramanathapuram,flat,2077,2077.0,3,2,17,11986957.06,12.83259,76.55895,freehold,13.62,1.54,7.04,0.23,53,Ramanathapuram_Taluk_4
Ramanathapuram,commercial,1565,3349.09,1,1,29,7883882.48,8.78255,76.62949,freehold,0.75,5.33,15.36,0.45,59,Ramanathapuram_Taluk_9
Ramanathapuram,flat,946,946.0,1,1,32,4406109.84,10.88044,78.51138,freehold,21.89,8.77,14.29,0.31,17,Ramanathapuram_Taluk_2
Ramanathapuram,commercial,2871,5959.34,3,2,6,15078321.96,9.40375,77.61489,freehold,14.99,8.72,17.02,0.51,54,Ramanathapuram_Taluk_3
Ramanathapuram,house,3780,9418.96,5,4,10,26507402.39,8.34428,79.30724,freehold,22.84,9.54,25.64,0.32,44,Ramanathapuram_Taluk_6
Ramanathapuram,commercial,1545,3301.63,1,2,10,8759389.08,10.45273,79.37911,freehold,6.88,5.92,9.68,0.47,34,Ramanathapuram_Taluk_7
Ramanathapuram,house,730,958.61,1,1,4,5012868.21,8.14203,78.75358,freehold,14.15,8.68,12.88,0.33,14,Ramanathapuram_Taluk_10
Ramanathapuram,commercial,3747,5048.75,5,6,10,25666970.97,12.00168,77.56134,freehold,4.56,2.35,19.42,0.22,37,Ramanathapuram_Taluk_6
Ramanathapuram,plot,729,851.18,1,2,16,4742504.61,10.89546,78.49574,freehold,6.54,7.02,23.5,0.56,55,Ramanathapuram_Taluk_8
Ramanathapuram,plot,1290,2112.63,2,2,35,5977971.59,12.18942,80.12335,freehold,15.01,8.91,13.92,0.57,39,Ramanathapuram_Taluk_5
Ramanathapuram,commercial,3566,6514.33,5,6,26,18038056.36,11.20574,78.83881,freehold,6.72,8.21,6.76,0.24,17,Ramanathapuram_Taluk_4
Ramanathapuram,plot,3736,5541.94,4,3,40,16758237.47,10.47015,79.86433,freehold,19.0,7.78,17.95,0.56,48,Ramanathapuram_Taluk_2
Ramanathapuram,house,610,1460.54,1,1,41,2403107.5,11.69874,77.03581,freehold,5.95,5.9,8.51,0.52,32,Ramanathapuram_Taluk_10
Ranipet,house,978,1895.12,2,3,17,1359442.35,8.31462,79.88445,freehold,13.06,7.08,29.01,0.2,24,Ranipet_Taluk_3
Ranipet,house,886,1432.98,2,1,28,1303682.45,9.62192,80.10194,freehold,10.25,9.58,22.57,0.32,40,Ranipet_Taluk_8
Ranipet,commercial,3091,4676.43,4,3,2,5274147.87,8.69192,79.18402,freehold,14.38,2.34,16.73,0.32,15,Ranipet_Taluk_3
Ranipet,commercial,2594,3808.72,4,5,0,3753457.89,12.76831,80.27369,freehold,10.68,7.55,24.97,0.16,37,Ranipet_Taluk_7
Ranipet,house,1821,3900.56,3,3,43,2116496.23,9.30119,76.78253,freehold,19.5,6.17,22.39,0.27,50,Ranipet_Taluk_6
Ranipet,house,3121,6521.43,3,2,43,3131709.47,9.79997,80.01397,freehold,19.43,2.52,24.19,0.57,54,Ranipet_Taluk_8
Ranipet,plot,1900,2596.46,3,2,4,3576481.57,11.11412,79.68301,freehold,24.71,4.12,19.98,0.57,32,Ranipet_Taluk_9
Ranipet,flat,2359,2359.0,2,2,23,2751666.3,8.83912,77.92959,leasehold,6.66,3.45,23.02,0.44,24,Ranipet_Taluk_1
Ranipet,commercial,2804,3678.87,3,3,49,2112110.62,12.49489,79.28753,freehold,8.7,5.58,18.31,0.2,41,Ranipet_Taluk_5
Ranipet,flat,1700,1700.0,3,4,1,2481855.17,8.11727,76.75559,freehold,7.86,5.78,15.21,0.2,18,Ranipet_Taluk_2
Ranipet,house,3158,5322.57,4,3,26,3469617.5,9.5206,77.9451,freehold,4.32,4.98,17.66,0.42,54,Ranipet_Taluk_3
Ranipet,flat,2406,2406.0,4,3,39,2846799.72,12.8406,79.69463,leasehold,3.08,7.92,22.22,0.43,16,Ranipet_Taluk_8
Ranipet,commercial,2296,4447.3,3,2,13,3313637.76,11.03443,77.62259,freehold,12.03,3.83,22.5,0.58,17,Ranipet_Taluk_8
Ranipet,commercial,3540,8698.16,5,6,3,5564420.05,9.85714,79.01719,freehold,21.94,7.9,14.05,0.33,15,Ranipet_Taluk_5
Ranipet,house,882,1399.39,1,1,2,1601426.66,10.24968,76.98662,leasehold,1.09,9.08,17.99,0.52,19,Ranipet_Taluk_6
Ranipet,commercial,1712,3530.33,3,4,4,2822595.0,8.2564,77.51811,freehold,4.72,8.34,15.08,0.53,25,Ranipet_Taluk_8
Ranipet,house,1391,2625.04,1,1,35,1862449.79,9.84524,79.06496,freehold,9.52,6.82,5.87,0.5,52,Ranipet_Taluk_7
Ranipet,commercial,2829,4144.43,3,3,8,4429263.22,8.39502,78.34492,freehold,11.47,8.66,24.39,0.42,20,Ranipet_Taluk_7
Ranipet,plot,2706,4672.43,4,4,5,4645765.07,9.29507,79.82736,freehold,4.47,3.79,27.5,0.49,41,Ranipet_Taluk_1
Ranipet,plot,409,523.89,1,1,5,796731.25,11.01474,80.11106,freehold,5.8,7.94,5.51,0.29,41,Ranipet_Taluk_2
Ranipet,plot,2752,5981.69,4,3,43,2281649.96,11.08563,78.98874,freehold,19.66,8.31,9.05,0.28,52,Ranipet_Taluk_6
Ranipet,flat,571,571.0,1,1,18,927030.17,12.626,78.003,freehold,8.09,9.49,9.49,0.25,54,Ranipet_Taluk_4
Ranipet,plot,3155,4934.74,3,4,14,5494350.05,9.26432,79.28667,leasehold,0.79,5.49,13.75,0.12,23,Ranipet_Taluk_3
Ranipet,house,2382,4292.6,2,1,50,2093171.93,12.37325,76.66068,freehold,2.61,8.59,22.95,0.11,21,Ranipet_Taluk_1
Ranipet,house,3481,5156.9,5,5,41,3700146.81,8.76767,79.4794,freehold,15.21,9.79,21.05,0.17,56,Ranipet_Taluk_4
Ranipet,house,3805,4593.16,4,5,8,6485082.1,10.82435,79.17326,freehold,14.44,4.44,13.15,0.11,28,Ranipet_Taluk_5
Ranipet,flat,766,766.0,1,1,21,1141230.89,8.61601,78.73514,freehold,18.74,8.51,13.79,0.52,13,Ranipet_Taluk_9
Ranipet,plot,3892,6597.77,5,4,27,4590610.5,12.11481,77.64819,freehold,20.96,3.94,17.2,0.15,56,Ranipet_Taluk_5
Ranipet,commercial,1185,1928.25,2,1,4,2087482.89,10.41949,77.34456,freehold,19.01,9.11,27.89,0.24,36,Ranipet_Taluk_10
Ranipet,flat,839,839.0,1,1,27,1036260.27,10.16501,80.27399,freehold,3.97,7.39,21.53,0.58,32,Ranipet_Taluk_5
Ranipet,house,764,1324.15,1,1,16,949240.68,11.22055,76.59459,freehold,10.97,9.39,12.15,0.32,59,Ranipet_Taluk_9
Ranipet,house,1801,3601.9,3,4,5,3238591.96,9.89515,79.57679,leasehold,7.14,3.67,26.05,0.15,47,Ranipet_Taluk_8
Ranipet,flat,3244,3244.0,4,5,31,4379873.35,12.77007,78.36128,freehold,15.44,2.0,20.69,0.17,12,Ranipet_Taluk_3
Ranipet,commercial,706,1293.93,1,1,30,861230.97,12.63411,79.39021,freehold,13.82,7.04,5.48,0.35,14,Ranipet_Taluk_10
Ranipet,plot,2072,4427.27,3,4,27,2368124.45,12.60535,76.63874,freehold,19.45,5.27,13.78,0.4,55,Ranipet_Taluk_7
Ranipet,plot,1877,3878.93,3,2,10,3220748.95,12.1772,79.51984,freehold,22.48,9.12,13.21,0.26,39,Ranipet_Taluk_1
Ranipet,plot,3876,6767.19,4,3,31,5290242.79,10.70818,78.60827,freehold,10.3,1.31,25.53,0.47,28,Ranipet_Taluk_4
Ranipet,commercial,891,1852.35,1,2,29,1209711.29,10.1287,79.37617,freehold,22.43,7.07,10.11,0.47,57,Ranipet_Taluk_2
Ranipet,flat,438,438.0,1,1,15,672864.39,10.46305,80.19328,freehold,3.29,2.25,12.5,0.31,44,Ranipet_Taluk_3
Ranipet,commercial,606,785.26,1,2,6,1101963.46,12.82076,78.08896,freehold,6.93,3.21,29.14,0.16,47,Ranipet_Taluk_3
Ranipet,plot,1100,2014.62,2,2,38,1255260.09,11.42154,77.9122,freehold,1.66,6.51,10.64,0.17,30,Ranipet_Taluk_5
Ranipet,flat,3537,3537.0,5,4,42,4089504.58,12.43519,80.11758,freehold,6.72,3.76,25.86,0.4,16,Ranipet_Taluk_9
Ranipet,commercial,2360,3291.88,3,2,1,4026700.24,9.88296,79.3377,leasehold,5.34,5.94,7.9,0.56,23,Ranipet_Taluk_8
Ranipet,commercial,2083,2319.94,2,2,48,1664605.34,10.34804,77.07133,freehold,17.86,1.61,7.7,0.59,40,Ranipet_Taluk_3
Ranipet,flat,1268,1268.0,2,2,26,1925772.59,9.17605,76.85662,freehold,19.6,6.42,16.37,0.15,36,Ranipet_Taluk_5
Ranipet,commercial,1504,2906.08,2,2,48,1421349.21,8.46057,78.91811,leasehold,6.18,1.42,28.63,0.27,43,Ranipet_Taluk_10
Ranipet,flat,1666,1666.0,2,3,2,3163409.93,9.58274,79.61887,leasehold,2.17,8.44,11.55,0.39,57,Ranipet_Taluk_1
Ranipet,plot,3884,7668.19,5,4,32,4096863.55,10.27765,77.46805,freehold,14.36,3.81,9.46,0.43,40,Ranipet_Taluk_5
Ranipet,flat,1578,1578.0,2,2,9,2232281.46,8.65607,77.32248,freehold,9.89,8.84,14.08,0.38,10,Ranipet_Taluk_2
Ranipet,commercial,2730,4264.87,3,3,8,3916349.81,12.26868,78.75025,freehold,21.64,4.53,5.11,0.5,24,Ranipet_Taluk_3
Ranipet,commercial,2114,2944.86,2,3,14,3541139.8,8.11442,77.38096,freehold,24.22,3.88,5.93,0.56,51,Ranipet_Taluk_10
Ranipet,flat,2017,2017.0,3,4,42,1970332.31,8.874,78.30676,freehold,6.48,7.56,15.49,0.14,57,Ranipet_Taluk_10
Ranipet,flat,1872,1872.0,2,1,25,2226846.35,10.86321,78.17082,freehold,14.66,1.59,15.86,0.26,37,Ranipet_Taluk_1
Ranipet,house,2075,2981.95,3,2,13,3472471.86,10.22353,79.44089,freehold,11.94,3.05,9.98,0.28,11,Ranipet_Taluk_9
Ranipet,plot,3402,6269.75,4,4,17,4114963.09,12.86974,79.70033,leasehold,18.26,4.15,12.83,0.57,34,Ranipet_Taluk_9
Ranipet,flat,3955,3955.0,5,6,30,4725217.97,12.63533,78.62985,freehold,0.77,2.53,21.31,0.49,31,Ranipet_Taluk_5
Ranipet,commercial,1446,2910.7,2,3,14,2383027.51,9.06127,79.79133,leasehold,7.1,5.04,27.08,0.49,48,Ranipet_Taluk_2
Ranipet,commercial,1543,2159.11,2,2,40,1588648.12,11.12289,80.29202,leasehold,21.07,6.31,9.8,0.29,18,Ranipet_Taluk_6
Ranipet,house,1720,2363.57,3,3,25,2209890.8,10.04935,77.24058,freehold,2.28,1.89,15.4,0.26,33,Ranipet_Taluk_3
Ranipet,plot,2346,4231.97,2,1,42,2486423.61,8.17017,77.53751,freehold,7.63,3.4,24.06,0.42,42,Ranipet_Taluk_6
Ranipet,house,707,1763.28,1,1,28,855139.02,11.90303,77.54186,freehold,2.96,7.06,5.19,0.39,46,Ranipet_Taluk_7
Ranipet,commercial,2125,5304.26,3,2,22,2534821.96,11.5141,78.36314,freehold,24.09,6.71,27.17,0.54,43,Ranipet_Taluk_1
Ranipet,house,3903,4502.0,5,5,36,3769151.54,8.25572,79.89821,freehold,3.37,3.69,28.99,0.47,26,Ranipet_Taluk_9
Ranipet,house,1229,2073.82,2,3,44,1179358.19,12.66734,76.71298,freehold,19.07,4.54,25.66,0.13,19,Ranipet_Taluk_3
Ranipet,plot,2479,6139.9,3,4,8,3881815.34,9.14858,78.83321,freehold,24.66,1.91,15.59,0.52,23,Ranipet_Taluk_2
Ranipet,flat,3185,3185.0,3,4,32,3461159.96,12.99091,78.73002,leasehold,2.49,6.64,13.41,0.36,40,Ranipet_Taluk_6
Ranipet,commercial,416,945.49,1,2,12,690546.05,11.71606,76.74683,freehold,5.7,8.72,6.46,0.35,12,Ranipet_Taluk_7
Ranipet,house,3691,4951.92,4,3,14,5689813.5,8.34035,78.81241,freehold,5.96,4.66,29.7,0.3,37,Ranipet_Taluk_5
Ranipet,plot,3061,4540.28,3,2,14,4511515.64,9.9937,77.79752,freehold,6.94,1.64,18.56,0.45,13,Ranipet_Taluk_1
Ranipet,commercial,2418,2958.25,4,5,9,3991204.92,13.05726,77.1935,freehold,23.61,7.51,22.24,0.26,59,Ranipet_Taluk_10
Ranipet,flat,1956,1956.0,3,4,9,2970256.24,12.35918,77.3266,freehold,24.15,5.41,7.79,0.14,31,Ranipet_Taluk_1
Ranipet,plot,3791,8614.03,4,3,48,3969451.08,11.56851,79.92562,freehold,17.07,4.07,18.59,0.48,41,Ranipet_Taluk_4
